distances,q-errors
2.1457671550706436e-07,1.1859877707590132
3.364086296642199e-05,4.116233948677858
0.0017845391994342208,2.9632533203910483
6.794929277020856e-07,1.215859717746228
0.00025753973750397563,3.7940874355858987
1.6331672441083356e-06,1.1806079843166721
6.794929277020856e-07,1.2182216996231825
1.0490417707842425e-06,1.184319471736358
9.775161515790387e-07,1.1759910488580605
5.364418029785156e-07,1.1819390801203928
8.225441092690744e-07,1.1806164920776692
1.9073486612342094e-07,1.1849537395782759
5.602836381513043e-07,1.1827626443179446
3.695487862387381e-07,1.1837643092158232
2.1457671550706436e-07,1.1865192963664937
4.5299529460862686e-07,1.177764386999468
2.74181360282455e-07,1.1913139340288608
2.8014181907565217e-07,1.184660910622048
8.225441092690744e-07,1.1738395472872996
8.34465012644614e-08,1.1854947775799147
5.4836272056491e-07,1.1877085587597713
1.1205672763026087e-06,1.1867772728771235
5.364418029785156e-07,1.1783192474532964
5.4836272056491e-07,1.178036187884412
2.980232238769531e-07,1.1793510649650099
2.5033949668795685e-07,1.1831753827812
6.437301749429025e-07,1.193347090685259
6.19888282926695e-07,1.179341350420614
1.5258789289873675e-06,1.178987223529365
1.09672544112982e-06,1.1820610210733005
3.457069510659494e-07,1.17863748199938
9.536743306171047e-08,1.1869941787050111
5.722046125811175e-07,1.1808723212780772
3.814697322468419e-07,1.1794332414682733
9.536743306171047e-08,1.1764339206568366
1.62124638336536e-06,1.171549907514399
9.179115068036481e-07,1.188772905186423
8.344650268554688e-07,1.1997804187175896
4.172325134277344e-07,1.170122119309924
1.466274284211977e-06,1.1860117485265134
7.748603820800781e-07,1.2056935705585168
8.344650268554688e-07,1.1822859758371465
2.5033949668795685e-07,1.1877866802935786
5.841255301675119e-07,1.1789434137801587
2.384185791015625e-07,1.1775399028041318
1.01327898960335e-07,1.1854433222811658
8.82148754044465e-07,1.1870955268747698
4.887580757895194e-07,1.1757477930310276
7.152557373046875e-07,1.1837879041885313
7.390975724774762e-07,1.1919725859872023
1.144409225162235e-06,1.1754700576894896
1.4066696394365863e-06,1.1887086482536104
2.086162567138672e-06,1.1931625616431694
8.1062319168268e-07,1.1917274546635572
1.6331672441083356e-06,1.1893585253386778
5.960464477539062e-07,1.1955754445879316
4.6491624061673065e-07,1.1881890145740086
9.775161515790387e-07,1.1888714304863819
2.384185791015625e-07,1.1829727305661148
5.125999678057269e-07,1.189320501394619
6.556510925292969e-07,1.1829940452176702
2.8014183044433594e-06,1.1902385926035683
1.668930025289228e-07,1.2044937772865878
8.702278364580707e-07,1.1865827959258728
1.1682510603350238e-06,1.1786148858437324
4.410743770222325e-07,1.1931542052233797
2.980232238769531e-07,1.1844623252916167
7.867812996664725e-07,1.1835061438974035
7.748603820800781e-07,1.193535039708731
2.1457671550706436e-07,1.1873967563028434
4.5299529460862686e-07,1.1899268068742144
2.2649764730431343e-07,1.1804664604619501
4.172325134277344e-07,1.195038295574676
3.9339064983323624e-07,1.183323526025407
5.602836381513043e-07,1.1898030931873012
3.099441414633475e-07,1.1802837468526273
2.384185791015625e-06,1.1813162429991557
2.6345253445470007e-06,1.1896387001577209
5.960464477539063e-08,1.1772520156303583
1.9073486612342094e-07,1.1856655377075045
4.76837158203125e-07,1.1795734337072945
4.5299529460862686e-07,1.1938733402781805
4.410743770222325e-07,1.1885428043697994
1.3113022134803032e-07,1.178040558510128
1.4901161193847656e-06,1.1915610040531424
4.410743770222325e-07,1.1869266450205218
4.0531159584134e-07,1.1816187396636535
1.0848045803868445e-06,1.180956359254604
5.722046125811175e-07,1.1843203121704708
6.19888282926695e-07,1.1826013306548575
5.960464477539062e-07,1.1828853966516384
7.629394644936838e-07,1.182150204853474
2.3841858265427618e-08,1.1779021719359744
4.2915343101412873e-07,1.184254352475938
1.1324882507324219e-06,1.1778398570756616
5.424022901934222e-07,1.19181319258939
6.020069349688129e-07,1.1791582977150892
8.344650268554688e-07,1.1822303308530433
3.9339064983323624e-07,1.174186236563582
8.940696716308594e-07,1.184595998756693
6.079673653403006e-07,1.1839678664448496
9.417533988198556e-07,1.1761745025724026
5.602836381513043e-07,1.1921699944604938
3.695487862387381e-07,1.1779697000306524
2.8610230629055877e-07,1.183545257291709
1.0013579867518274e-06,1.1894922535586026
0.00025753973750397563,3.778284035351915
0.0002882599947042763,3.0774024796056256
8.362531661987305e-05,4.251134423407372
4.9185753596248105e-05,4.250410263681243
4.894733501714654e-05,3.858285471400996
0.00012146234803367406,3.7155465777621606
0.00012848377809859812,4.520747852732213
0.0001101255402318202,3.4672329225448064
3.364086296642199e-05,4.105765664949155
8.97407517186366e-05,4.110989237481934
2.0813942683162168e-05,3.371702750893321
0.00015351772890426219,3.7466188692127043
0.00017479658708907664,3.0523495053044956
0.00020995139493606985,4.240786575401904
0.00017236471467185766,3.6780091393474414
7.255077071022242e-05,4.212326942777486
0.0002092123031616211,4.157451389170835
0.0001740693987812847,3.9104201230226048
0.0001325130433542654,3.7594573440405883
0.00021163225756026804,3.2132929685223717
5.705356670659967e-05,3.5452409524896837
4.299879219615832e-05,3.895177801202629
3.745556023204699e-05,4.027788252996712
0.0002657771110534668,2.7229711540445196
5.614757537841797e-05,3.7653639696359154
0.00010265111632179469,3.255430765480751
0.00011538267426658422,4.147559574097533
8.522272401023656e-05,3.8038980276077297
6.574392318725586e-05,3.4318725702733923
0.0001011848435155116,3.8401405346094135
0.00013233422941993922,4.413130996747423
9.011030488181859e-05,3.985419515657987
4.1556359064998105e-05,3.7521795650617373
9.266137931263074e-05,4.311981687067455
7.838010787963867e-05,3.7345310563894905
0.00013065338134765625,2.963140343492184
0.00010617971565807238,4.329599760449802
0.0001043081283569336,3.1944935235277794
3.434419704717584e-05,4.321323977747481
0.0001280426949961111,3.7058427844814505
0.0003527998924255371,4.637952735989014
0.00027730464353226125,3.5131871726156407
3.8564205169677734e-05,3.5126270000360704
0.00020226239576004446,4.252167104110785
0.00017219781875610352,3.6410421628674996
0.00023055076599121094,4.197413985971745
6.258487701416016e-06,3.3096967436230926
5.500316547113471e-05,3.9414471961095225
0.00011371374421287328,5.070265663891848
5.267858432489447e-05,3.7247457291954054
6.489754014182836e-05,3.74767385079145
0.00010851621482288465,4.230013849658408
3.811121132457629e-05,3.1677723649680294
0.00010536909394431859,3.8792437836826648
0.00013799667067360133,3.7442793040337854
9.006261825561523e-05,3.909945945499216
1.5723704564152285e-05,3.9041207940864924
5.81264503125567e-05,3.4414550784302116
0.00020596981630660594,3.696340556589723
0.00010979175567626953,3.922562519258603
0.00012832880020141602,3.244475890361067
4.839897155761719e-05,3.834465655483131
8.488893217872828e-05,4.090472192306836
5.642175528919324e-05,3.2520620049480673
8.926391456043348e-05,3.9732188925439913
0.00017436742200516164,4.252983602379635
0.0001414179860148579,3.46952246596592
0.00015947819338180125,4.051688300878833
0.0005587696796283126,4.653966414674837
0.0002219080924987793,4.080660160334867
0.0001606822042958811,3.706951466000326
0.00011993646330665797,3.5527426180990003
0.00017602443404030055,3.8340817298047347
1.908540798467584e-05,3.949711779567455
8.52704033604823e-05,3.5671051722160447
0.0002526879252400249,3.5146553228383373
0.00036176442517898977,3.575241440800515
4.2402745748404413e-05,3.6546028932671293
4.2700768972281367e-05,3.5846245808180495
3.16739096888341e-05,3.4306719366824234
0.00010235309309791774,3.6982756125650784
7.857083983253688e-05,3.6373598208354077
6.326437141979113e-05,3.2230812517069913
3.9434431528206915e-05,3.843879995683006
4.187822196399793e-05,3.8273468667479253
0.00015603304200340062,3.217493138993098
2.1386145817814395e-05,3.895503513350642
0.00011330842971801758,3.5728076698684497
6.0582162404898554e-05,3.560291267749665
2.0313262211857364e-05,3.1514152869993417
6.077289435779676e-05,3.9285848170212576
0.0007921337964944541,3.6964741398684624
7.964372343849391e-05,3.6756483547214995
0.00016363858594559133,4.393896513769295
9.281634993385524e-05,4.189888753278292
0.00010327100608265027,3.681896362160356
0.00011670589447021484,3.041946986376977
6.631612632190809e-05,3.647258134994046
3.2138825190486386e-05,4.137665619821072
4.6253204345703125e-05,3.876967846173575
0.0022746562026441097,2.710986385138698
0.0017765045631676912,2.673045885291563
0.0018012284999713302,3.8406092474078886
0.002231425140053034,12.781191773858355
0.0020105361472815275,3.991381379150499
0.0023933290503919125,31.017938859994064
0.0017934441566467285,3.1851593520985317
0.0017369866836816072,5.794645267060265
0.0017845391994342208,2.9546371026204135
0.002088856650516391,7.0333646304640345
0.0033031702041625977,3.505328628136753
0.0024992108810693026,3.1966412576051497
0.002105486346408725,2.9188909700128405
0.00224895472638309,1.9520054298117848
0.0024413347709923983,7.377485980857435
0.0038205981254577637,4.184196544151042
0.0017844557296484709,10.529003571820663
0.0024654387962073088,3.490165938985902
0.0017929911846295,3.674090894409529
0.0018662989605218172,2.1112914181616147
0.0017316341400146484,3.825951615719701
0.001989698503166437,2.469180013614351
0.008672845549881458,6.26701208143698
0.0020525692962110043,38.57530561209522
0.0020950317848473787,3.3323703327064487
0.031246041879057884,33.490276687179986
0.006366372108459473,27.703978231046705
0.0020929693710058928,2.6140372588602676
0.0022143840324133635,9.980694048757297
0.0018328189617022872,1.767643119546214
0.0017867923015728593,3.1051367533303957
0.00180653331335634,6.122635493803211
0.00472226133570075,14.503005235843473
0.0018213868606835604,1.8880720687365138
0.009436368942260742,6.748093799064508
0.0037998915649950504,4.063054520974303
0.001844942569732666,2.6440084568666746
0.0024671554565429688,2.8643963160706245
0.0017688393127173185,2.6807474170577996
0.0018509626388549805,3.3555187900879875
0.0017372369766235352,5.179934305731945
0.00422093877568841,5.996621067593067
0.002306008245795965,3.857165046535455
0.00178364512976259,7.127513943085778
0.0017760992050170898,2.0317071078629585
0.0047220587730407715,7.442190912950033
0.0017395258182659745,5.183870822421238
0.0017478704685345292,5.718026337057669
0.0027916550170630217,1.7304048745808427
0.0017478704685345292,3.2650041441294126
0.0018479228019714355,2.195804763200329
0.0017675042618066072,2.989613557835109
0.0017048120498657227,2.90586012943602
0.00240652565844357,2.3597086372510416
0.001938211964443326,2.1456299979873066
0.003392136190086603,15.450617105277333
0.00409666309133172,4.949213473620231
0.0019338965648785233,6.1711194815009565
0.0024658082984387875,6.242481559374082
0.003338456153869629,1.9928370254891805
0.0017726302612572908,1.7909325318392473
0.001789176487363875,2.0188873530186022
0.0022749186027795076,2.4621997741788055
0.002305614994838834,3.79208066388606
0.01520085334777832,48.98048951078423
0.002104461193084717,2.412351588265122
0.002790820552036166,1.6420006653404011
0.007841706275939941,4.426552313409137
0.0031252740882337093,3.86991974492175
0.0033383250702172518,3.1643000821070486
0.002289318945258856,3.319741456472736
0.0020069957245141268,3.085544673259771
0.003984296228736639,6.598569661974018
0.005293798632919788,4.309741436321717
0.0027908324263989925,1.6338433666673227
0.001759600592777133,2.4645601042346255
0.001743531203828752,7.4570763495736205
0.0018730282317847013,3.866442068817442
0.0018993973499163985,2.68378258052608
0.003665828611701727,3.3876874231725034
0.0017862797249108553,3.1875417332405593
0.0017043829429894686,5.19222965957258
0.0030783892143517733,2.621485368576218
0.005907535552978516,31.392913815576964
0.0017910718452185392,6.0981785845177425
0.0053757550194859505,21.166655644392872
0.009152400307357311,9.284329620615619
0.0018989801174029708,2.884966097397434
0.0018111467361450195,3.298110237081783
0.0022493719588965178,3.7881623266077904
0.007842088118195534,5.729681071764029
0.014207160100340843,15.110191814381677
0.004401194863021374,4.259302671070473
0.0018031715881079435,2.6000027184285517
0.0019102692604064941,1.9204184751850089
0.0018510461086407304,5.153715125370288
0.002193450927734375,2.5106078110338412
0.0033614516723901033,4.929148233426196
0.0024847625754773617,4.159685929644214
0.0027913451194763184,1.6127060938855322
