distances,q-errors
3.039836826701503e-07,1.4870178524534754
5.3942203521728516e-06,2.3194466520446606
0.0010711669456213713,5.052534723923759
4.172325134277344e-07,1.9428872730948452
6.556510925292969e-07,1.484716852397356
5.781650429526053e-07,1.5304171446792565
3.6060811225979705e-07,1.508974671329294
2.47359281502213e-07,1.4828905350040447
2.1457671550706436e-07,1.4936908397396522
4.410743770222325e-07,1.513452921838069
1.0550022579991492e-06,1.504228361762691
5.722046125811175e-07,1.492739560549339
4.887580757895194e-07,1.5327556796422082
6.258487701416016e-07,1.4903883849899944
4.410743770222325e-07,1.5135100246282442
3.6060811225979705e-07,1.5234666837390751
4.6491624061673065e-07,1.464984723149189
2.74181360282455e-07,1.5540769645688335
8.881091844159528e-07,1.4661244634222668
5.75184799345152e-07,1.5029334824145735
4.827976454180316e-07,1.5120815405744565
5.185603981772147e-07,1.4977422872162256
4.76837158203125e-07,1.4901306869080118
6.020069349688129e-07,1.5244039320506046
6.616115797442035e-07,1.4784224317094359
2.980232238769531e-07,1.5098274843520156
4.94718563004426e-07,1.4814643467623532
3.457069510659494e-07,1.4917253105855162
2.980232238769531e-07,1.5186378251442512
5.841255301675119e-07,1.5251304731626982
4.2617321582838485e-07,1.4988792201248804
5.632638817587576e-07,1.511897741021774
1.1682510603350238e-06,1.5179188984703986
2.1159648611046578e-07,1.5579556672125976
5.930662041464529e-07,1.5370288345392265
3.9339064983323624e-07,1.53817476662101
3.9339064983323624e-07,1.515535812147364
2.9206276508375595e-07,1.4964360909129906
7.271766548910819e-07,1.5363564116656998
7.629394644936838e-07,1.4794512359205114
4.0531159584134e-07,1.4824933274487089
4.2319297222093155e-07,1.507939064978269
4.2319297222093155e-07,1.5048491372363244
4.708766994099278e-07,1.4810190052368235
3.695487862387381e-07,1.5170664701249605
5.245208853921213e-07,1.4849363251668444
2.5331974029541016e-07,1.537377110752499
6.735324973305978e-07,1.5208096677054104
4.708766994099278e-07,1.484168866128546
2.8610230629055877e-07,1.4972601929327813
3.695487862387381e-07,1.5437093320665973
5.900859605389996e-07,1.4924196733883643
5.543232077798166e-07,1.4828220645423114
3.635883274455409e-07,1.517996325131814
3.2484530265719513e-07,1.5015123883690862
3.516674098591466e-07,1.5292151059549166
8.344650268554688e-07,1.5188858388216686
3.5762786865234375e-07,1.5091366923016885
7.152557373046875e-07,1.5477606087772005
6.616115797442035e-07,1.4892701718545902
3.5464762504489045e-07,1.532793138294257
7.629394644936838e-07,1.4704349513506108
2.6226044269606064e-07,1.5193641663629391
4.3511391822903533e-07,1.5034782041803034
3.5762786865234375e-07,1.4971061887514434
5.4836272056491e-07,1.5792628170001015
3.993511086264334e-07,1.481912032404955
3.516674098591466e-07,1.5231188597769054
3.0100346748440643e-07,1.5403364222732132
2.5629998390286346e-07,1.5478694956199055
4.3511391822903533e-07,1.441572378597481
3.039836826701503e-07,1.4911137396816758
4.2319297222093155e-07,1.501149468890224
2.980232238769531e-07,1.4819358988107647
9.5367431640625e-07,1.5053147808414955
2.0265579792067e-07,1.524627086689196
3.397464638510428e-07,1.5108886143769265
5.364418029785156e-07,1.5192637071460324
2.682209014892578e-07,1.5019761458788126
7.688998948651715e-07,1.5246276398914371
4.2915343101412873e-07,1.4924523320430985
4.6491624061673065e-07,1.4978697972100663
3.993511086264334e-07,1.5135747333452505
6.794929277020856e-07,1.571579840587188
6.467104185503558e-07,1.501759711996859
5.006789933759137e-07,1.4664461281341745
3.039836826701503e-07,1.5230035321074056
5.424022901934222e-07,1.5221269843674363
7.569789772787772e-07,1.5393367531119175
5.662441253662109e-07,1.4757989249029544
3.099441414633475e-07,1.536240093659685
6.258487701416016e-07,1.5056690060540687
3.5762786865234375e-07,1.500038564238728
6.377696877279959e-07,1.5093655289055194
4.470348358154297e-07,1.5191108517437264
6.318092573565082e-07,1.5238151305503826
5.543232077798166e-07,1.4817447491902362
3.993511086264334e-07,1.5232271488517581
6.139278525552072e-07,1.5011278891622626
5.364418029785156e-07,1.5177794114864605
7.450580596923828e-07,1.5112663288462276
5.245208853921213e-07,1.480903490294775
6.19888282926695e-07,1.548179615559703
6.788969130866462e-06,2.6634848327104064
6.163120360724861e-06,2.8294525747928585
4.953145889885491e-06,2.8086263133943943
1.2117624464735854e-05,2.9764206349811246
3.0159949346852954e-06,2.8079030691333617
4.208087830193108e-06,2.879879862011834
4.333257493271958e-06,2.8163433546094203
4.023313522338867e-06,2.7346467311052143
2.855062575690681e-06,2.943442679877176
8.511543455824722e-06,2.7927145240433133
1.0848045803868445e-06,2.643737854497975
4.869699296250474e-06,2.7150023266037384
6.556510925292969e-06,2.7760525060182073
5.447864623420173e-06,2.79755381571022
4.696846190199722e-06,2.669256289410772
1.3172626722735004e-06,2.7640067059818203
3.6478043057286413e-06,2.8112252868334475
3.43322744811303e-06,2.7444699216725996
7.092952728271484e-06,2.5923743153298258
3.8027762911951868e-06,2.9035719415710726
3.713369324032101e-06,2.811514354108588
9.620189302950166e-06,2.6320951570817774
8.89897364686476e-06,2.6688987894228866
2.8908252716064453e-06,2.7412123978182397
2.8491019747889368e-06,2.8114129695973817
6.86645489622606e-06,2.7193230380687385
3.6120413824392017e-06,2.813654970586772
5.060434432380134e-06,2.785713488641525
5.9723852245952e-06,2.86325599070724
5.2690506890940014e-06,2.6935119083722223
1.8835067976397113e-06,2.911544241371821
2.7000903628504602e-06,2.8948605996823225
8.153915587172378e-06,2.7574207048564503
1.0520219802856445e-05,2.8005914310553988
