distances,qerrors
0.000566887843888253,1.7757680503728335
2.646446318976814e-06,1.2076207734242337
0.0007707595941610634,12.497105202314318
3.981590452895034e-06,1.1841085267313367
2.6345253445470007e-06,1.6628767153222404
0.00012601613707374781,1.6366296616702563
1.3351440202313825e-06,1.1598099358604488
3.917217327398248e-05,1.2494981630998185
6.258487701416016e-06,1.2247077054073439
0.00023039578809402883,8.185453787258488
1.1324882507324219e-06,1.282193982307181
0.00013144015974830836,1.780833878938646
0.0011083960998803377,27.80563656826592
0.0004738449933938682,1.1954806465682892
1.5616417385899695e-06,1.2019954868092608
0.0004437565803527832,1.2393005331870364
8.609295036876574e-05,1.2514234293197577
2.002716064453125e-05,2.8762067810098153
0.000514340412337333,25.93262811565069
8.428096407442354e-06,1.4625609319691188
0.0006854057428427041,18.982934328007747
0.0001677870750427246,4.146223553158691
0.0006895422702655196,21.956297831674082
3.3020973205566406e-05,1.9236268678620894
1.672506368777249e-05,1.3149747418529598
0.00034390686778351665,26.869418422370543
3.778934569709236e-06,1.4298734530639254
0.000326263892930001,21.761919274729852
6.556510925292969e-07,1.250906807203401
0.0003238797071389854,1.271803894688317
0.00011483430716907606,1.262393755165222
2.0503997802734375e-05,1.2757898708427433
6.544590178236831e-06,1.3536771958654115
3.7550926208496094e-06,1.2183735037414467
3.3724307286320254e-05,1.6321143301034353
6.079673653403006e-07,1.2666991118888256
1.09672544112982e-06,1.4384518177875196
0.0012173295253887773,27.23658469551567
0.00013494491577148438,1.78509006703589
1.1563300859052106e-06,1.2852510738803744
0.0014887690776959062,20.137684879075096
0.0014132976066321135,35.066569110985895
2.0623206182790454e-06,1.3423684307518757
3.31759438267909e-05,1.2364985678771454
1.8811226254911162e-05,1.2311620562321037
1.4650821867689956e-05,1.2173998152602432
5.736351158702746e-05,2.955241707406559
6.328821473289281e-05,3.649074553268868
0.00016664266877342016,1.876526582250583
1.1646747225313447e-05,1.2207458752645128
0.001850211643613875,6.986250158720847
1.19447704491904e-05,1.2153365714194786
8.333921141456813e-05,1.163510757633923
0.0019753098022192717,43.973666760352046
1.144409225162235e-06,1.156832906805778
0.0006244421238079667,17.351797325916895
0.0002385735569987446,1.5637702041552743
1.1235475540161133e-05,1.18951500347251
5.1939488912466913e-05,1.8301392487150152
9.226799193129409e-06,1.2299633188786758
0.00010451078560436144,3.518428015668074
0.0002261638583149761,4.023190206388296
2.2470951080322266e-05,1.5605076559884699
0.00036878586979582906,29.844343805429585
1.2034177416353486e-05,1.2542820165431976
9.5367431640625e-06,1.4097419094065042
0.0014011978637427092,8.226372663489531
0.00032221077708527446,1.179257528688762
9.948014849214815e-06,1.1845263298777176
6.0915945141459815e-06,1.3018592451461892
4.172325134277344e-07,1.1740195415139418
2.8133392788731726e-06,1.2092666384014552
1.6522408259334043e-05,1.2026056954811368
0.0002838134823832661,30.82144935732861
0.00018783807172439992,1.30845178028226
4.3368338083382696e-05,1.2975262168047275
2.1457672119140625e-05,1.2460848993687497
5.735158993047662e-05,1.2012634109575502
9.168386168312281e-05,2.8533613621626874
1.4007091522216797e-06,1.1783819350199318
3.322363045299426e-05,1.4224619166574235
4.4465064092946704e-06,1.188078433226835
2.8777121769962832e-05,1.1880123862602343
1.7285346984863281e-06,1.4851963747248755
4.854202416026965e-05,1.4069015663422055
0.002366185188293457,2.233754852488511
1.466274284211977e-06,1.2281770772338845
0.0013671040069311857,2.230979454351619
6.639957518927986e-06,1.2052568271728854
5.2034854888916016e-05,4.350200077424068
2.682209014892578e-05,1.2850244644994193
6.3538550421071704e-06,1.2376786670606001
0.00014718770398758352,1.275478597828701
3.5786630178336054e-05,4.690778305547372
3.337860107421875e-06,1.2393062540395114
4.942417217534967e-05,3.8409905214977895
7.908344559837133e-05,1.2487045645335941
0.0003582000790629536,1.2169082617721974
0.0009101629257202148,27.521276085006875
0.0006182909128256142,22.7944501819117
4.6610830395366065e-06,1.3401259417053568
1.4781951449549524e-06,1.163435817971176
0.00026704074116423726,1.7471035016615752
0.00020847321138717234,3.387786424184138
1.1479854947538115e-05,1.5836002240749014
2.6941299893223913e-06,1.6980044972844228
4.9233435674977954e-06,1.2961565958035741
0.0008412838215008378,1.398272473495818
0.00010294913954567164,2.591800967618663
9.548663911118638e-06,1.1933729136493043
9.751320249051787e-06,1.2430886996895962
0.00039993523387238383,9.066249444291065
5.936622528679436e-06,1.1970207986912416
1.4328956240206026e-05,1.1510843785880882
0.0005287528038024902,9.727063647849752
0.0002648711088113487,1.3070096173111674
6.258487701416016e-06,1.2223336084743066
9.02414285519626e-06,1.5116307927922483
1.0371208190917969e-05,1.5166424283726139
0.0014788269763812423,17.389049639687475
0.0001986384449992329,20.86399477654416
9.042024612426758e-05,1.9674287191766309
1.2433529263944365e-05,1.219018058652501
0.00013406276411842555,1.6290062362406075
2.598762421257561e-06,1.1968200966533578
2.28881845032447e-06,1.2728383644619168
1.1599064237088896e-05,1.301450553898357
0.00012953281111549586,3.194494614795703
9.059905892172537e-07,1.2309886408424695
7.331371307373047e-06,1.2579357777317128
5.733966827392578e-05,1.2411673931819847
1.1754035767808091e-05,1.3419847964006777
8.14199484011624e-06,1.4083828055243544
1.871585823209898e-06,1.21762246599012
7.30752944946289e-05,1.1716738213520477
3.850459961540764e-06,1.1760301363354895
0.00011729002289939672,3.0720268402257953
0.0023690820671617985,9.39204018778218
3.957748504035408e-06,1.6209758961589054
6.518363807117566e-05,3.8069229784845953
1.3911723726778291e-05,1.2216248740288627
0.0007034301524981856,9.16196093692897
6.0760976339224726e-05,1.223256617517987
1.1205672763026087e-06,1.157466610613127
0.0003294825437478721,1.7800242277313152
3.6835670016444055e-06,1.4119835117594317
9.064674668479711e-05,3.7671778199204566
8.64267349243164e-06,1.345783159036612
0.0005584597820416093,4.940295239268429
0.0013677835231646895,46.35535475646784
7.992982864379883e-05,1.957210720032197
3.933906555175781e-06,1.188508752300134
0.00017420054064132273,1.704024907175024
0.00010030269913841039,2.061338911869119
4.475116656976752e-05,1.2556959127727536
1.9669532775878906e-06,1.3455853641346562
1.4960765838623047e-05,1.7879161388793605
1.7762183688319055e-06,1.1877473416776259
3.230571792300907e-06,1.2060325671363539
0.00012235641770530492,3.6536432823653824
9.86814484349452e-05,1.2484129151380292
9.658336784923449e-05,1.2099310333458049
2.4080277398752514e-06,1.1436456850064034
3.898143859260017e-06,1.5265883940636766
0.00017658472643233836,1.1918366396375875
1.7786025637178682e-05,1.2994582400670722
2.053976095339749e-05,1.382377882952356
3.2758711313363165e-05,2.7914655771844012
3.3974647521972656e-06,1.176221500709092
0.005037248134613037,10.29664100333996
2.3031234377413057e-05,1.176804129791459
0.00012333392805885524,3.875622698666851
1.7404556729161413e-06,1.2108636971623046
3.743171646419796e-06,1.2642661609251704
2.4974347070383374e-06,1.1703163004273671
0.00014028549776412547,1.1864164691667083
