distances,qerrors
5.221366882324219e-05,1.552691704183634
9.431839134776965e-05,1.2707128720251903
4.422664460435044e-06,1.2287066009189467
1.3709068298339844e-06,1.1619537791860626
0.0001972079335246235,1.74142670477745
9.583235078025609e-05,1.1973816741321364
2.2292138055490796e-06,1.1858597926971843
1.5020370483398438e-05,1.145723257892053
7.529258436989039e-05,1.6870990521417855
1.23977656585339e-06,1.3415353647150707
6.532668976433342e-06,1.3396822093576264
3.2067298434412805e-06,1.2257980452360708
0.0005353093147277832,6.28552773896649
1.5687943232478574e-05,1.3829802915117007
3.890991138177924e-05,1.2504388512615883
0.0009604692459106445,21.895076706584632
0.0001490473805461079,2.70609785036614
3.807544635492377e-05,1.9699345856788304
2.825260253302986e-06,1.1569802034481302
0.0006396531825885177,7.591112751500248
6.330013093247544e-06,1.2063254101867138
5.161762146599358e-06,1.4989637003486218
0.0001731872616801411,2.4441707894467983
0.00041582583799026906,28.199279586515313
2.3603438421559986e-06,1.2733927271179895
8.416175660386216e-06,1.2369459946654908
0.0002693653223104775,6.763511215398638
1.6248226529569365e-05,1.22910982946386
2.0051002138643526e-05,1.3815746698899734
0.0009591698762960732,24.234593610089764
2.015829159063287e-05,1.3290625775903453
1.6057490938692354e-05,1.5394054591619246
2.086162567138672e-06,1.180116928038019
8.004903793334961e-05,2.0109844012328524
0.0007749795913696289,15.034799626544181
4.494190307013923e-06,1.3007997599130743
4.649162292480469e-06,1.5091515783818383
9.298324584960938e-06,1.3107877480183288
0.00011152029037475586,1.99840120293521
1.043081283569336e-05,1.1921900015626021
8.195638656616211e-05,1.1932854650025657
8.559227353543974e-06,1.1852369820453683
0.0009807705646380782,7.016931905036737
1.925229980770382e-06,1.2224441163354067
1.5258789289873675e-06,1.1782098725511825
2.47955313170678e-06,1.2065180051147415
9.489059266343247e-06,1.2114882283050283
8.296966370835435e-06,1.1811375959413246
5.638599304802483e-06,1.9835437448613786
3.799200203502551e-05,1.3039884040872503
0.0012464284664019942,10.376859234251464
3.4809113458322827e-06,1.2068267863139466
0.00028992892475798726,1.8383923399766275
0.00038927793502807617,1.2235409366099945
0.0006639600032940507,11.293921260066375
0.0011397242778912187,7.645886126471438
1.0561942872300278e-05,2.074264150286266
0.00034574270830489695,4.28904932723575
0.00014519691467285156,1.3015464449750933
6.247758574318141e-05,2.201258554593079
4.187822196399793e-05,3.119901108971687
0.0019494772423058748,25.702156611569972
2.968311264339718e-06,1.2427560011429366
1.71661376953125e-05,1.2481125808842173
2.3162365323514678e-05,1.4399309654059107
0.00020998716354370117,2.222052727105944
6.31928414804861e-05,16.401889653729327
3.83973128919024e-05,2.355507583280011
8.455514762317762e-05,3.513900003249504
0.0003611445426940918,1.2083959877240935
6.949901489861077e-06,1.2657104127807997
0.0028771995566785336,22.63711224044662
3.185272362316027e-05,1.6033455377249473
3.230571792300907e-06,1.3562983197946485
6.330013093247544e-06,1.1618104079398568
7.903576261014678e-06,1.39124809417159
0.0003992915153503418,5.010048575255997
0.0014619946014136076,30.632516961803862
5.2857398259220645e-05,1.555097386380982
4.036426616949029e-05,2.133563649431846
1.5532970792264678e-05,1.245884485961338
4.0471553802490234e-05,1.8387847160099835
2.7418136596679688e-06,1.1734837596075964
1.0550022579991492e-06,1.20797927994439
0.0001707613409962505,1.50100298970449
6.723404112563003e-06,1.146587166822467
4.2569638026179746e-05,1.4836861050433385
0.00022815466218162328,17.599795427572026
3.007650411745999e-05,1.170983601850662
9.405613127455581e-06,1.3398906639404544
0.00035312175168655813,15.435402731536257
1.2755393754559918e-06,1.4377124558050094
1.4030933016329072e-05,1.4232960934987404
4.76837158203125e-07,1.2619100021744845
0.0010960220824927092,39.404683943264224
6.890296845085686e-06,1.4007833533866645
1.8370152247371152e-05,1.6933312063789325
0.0001881420612335205,1.209687218609065
2.7060508728027344e-05,1.4863989928526768
5.519390015251702e-06,1.4358392421066029
9.572506314725615e-06,1.5942813974734684
0.0002798199711833149,2.033055468100886
0.0001645326556172222,5.242680770827119
7.629394644936838e-07,1.2261862150394724
5.638599304802483e-06,1.1810259636402005
0.00025440455647185445,3.467583371721092
8.82148754044465e-07,1.1714994468519837
0.00011049509339500219,2.154806512280299
0.00010472536087036133,4.183738722216155
0.00019966364197898656,1.6687218917751636
0.00021266937255859375,2.316396065091726
3.2889842259464785e-05,1.191868475331694
9.298324812334613e-07,1.150534519075057
0.0014558195834979415,17.39834011626258
0.001111364341340959,30.766039129226005
4.7338009608210996e-05,1.1688584344702742
7.2598459155415185e-06,1.2586280696533345
0.00012104511552024633,1.1792098804411486
0.00036813021870329976,1.2623560120103399
1.0848045803868445e-06,1.1547581678055332
2.8502941859187558e-05,1.2915256500862589
0.0010110258590430021,26.38078954611935
0.0010261893039569259,11.461332007509913
3.222226951038465e-05,1.4411972795855081
